bugId,description,severity
162987,[breakpoints] Renaming a class with breakpoints causes JavaModelException,minor
164902,Copy Stack Trace not working,major
170914,[variables] Logical structures cause infinite refresh in variables view,major
173898,[logical structures] Stepping with logical structure expanded results in blank labels,major
177910,[Debug] No stack frame selected when thread has been suspended,minor
182008,blank threads in debug view,minor
183504,Frames collapse when holding down step over key,minor
184862,[evaluation] evaluation in static method with generics does not work,minor
217852,[jres] search for installed JREs adds many bogus EE configurations,major
450007,"[Performance][Target] If no default target exists, target preference page can lock UI while creating the default target definition",minor
372466,[Compatibility] Part tabs no longer show that they are busy (italic title),major
6264,Search results don't have initial selection,minor
6478,Jar packager progress messages misleading,minor
6503,Search page - should offer case sensitivity check box,minor
7918,Missing busy cursor in search dialog when flipping pages,minor
10593,"Jar export should add "".jar"" suffix if not specified",minor
11228,package name shortening pref page - tooltip works as help,minor
11767,java browsing: ignores 'package name shortening' preference,minor
12716,Search results should open on single-click,minor
16288,Add from Local History: list of available editions flashes,minor
16344,Refresh on package in Java Browsing - both new CU and classes inside are shown,minor
16721,Add and update extension point docs,minor
17241,&Refactor menu mnemonic clashes with &Run menu,minor
17253,Inline temp: inlines null,major
17316,Empty wizard after pressing cancel,major
17317,Preference Pages taller than the screen 1024x768,minor
17365,Text Editor: icons in vert. ruler disappear for partial top line,minor
17383,create getter/setter - no explicit hint if getter/setter already exist,minor
17396,Organize import on multiple CUs flickers,minor
17401,Need to define alternative accelerators for Chinese,major
17431,Accessibility issues,minor
17442,Performance issue with Undo command,major
17463,Replace with previous element from local history should ignore unparseable versions,major
17473,"Refactoring - ""Extract Local Variable..."" should add the new local after the old one",major
17502,Bad grammar in Java->Builder prefs page,minor
17581,CompletionProposalPopup should null its instance vars on hide(),major
17678,Applying a patch does many compiles,major
17913,Fail to show source of selected element only in single-click mode,major
18622,20020601build.  Search dialog does not close after file or help search.,major
22285,[hovering] Improper display of Custom tags in Javadoc  hover help,minor
25211,Widget Is Disposed from java preference page,minor
25729,Java editor opening up build.xml,major
26185,"Double-clicking a search result reveals the enclosing method, not the result",minor
30665,Lots of repainting in Java Browsing perspective [browsing],minor
31309,Icons in vertical ruler are not vertically centered in text line,minor
31794,Types views show too many errors,minor
33034,Deleting methods from inner classes does not update members view,minor
35027,"Popup ""Update conflict"".",major
40147,java editor throws ArithmeticException when editor's displayed tab width=0,major
40318,[rulers] Warning hides error in vertical ruler and squiggles,major
42110,ClassCastException in Java Search with package working set,major
44535,[misc] Wrong message displayed while opening a class file outside classapth,minor
44613,[misc] some actions go to disk everytime they are selected,minor
44751,Jar Packager: Remove dependency on Xerces,minor
45307,[find/replace] Find dialog cannot match backslash,minor
45315,NPE while doing a search project references of a package [search],major
45325,[find/replace] search with regular expressions turned off still treats parentheses special,minor
45356,[typing] IndentAction: Pressing Tab at document begin gives IAE,minor
45785,Problem saving in Java editor ( with project directory not in the default place),major
46499,[misc] Java editor loses syntax coloring,major
46679,[painting] background highlight not working for text editor,minor
46704,Annotation highlight update problem,minor
46753,[misc] Typing should not be blocked by background activity,major
47007,[painting] respect layer when drawing background highlight for annotations,major
48034,[implementation] TextViewer cloning lots of StyleRanges,major
49107,[rulers] Green lightbulb is hidden behind magnet,minor
49846,UI Performance regression from M5 to M6,minor
50279,[painting] syntax highlighting broken,major
50596,[painting] Error back ground changes to red during save,minor
50735,[navigation] Cursor changes to a hand,major
51978,NPE editing a compilation unit,major
52610,[implementation] NPE in FileBuffers.normalizeLocation,minor
52888,FindReplaceDocumentAdapter.findReplace() doesn't work right with REPLACE_FIND_NEXT,major
53641,[implementation] IllegalArgumentException: Argument not valid,minor
55604,[implementation] JavaOutlinePage should dispose CustomFiltersActionGroup,minor
56323,[implementation] NPE when opening file from reprository view,major
58179,[misc] Problems with opening external files,major
58719,[content assist] Context information: show parameters should show parameters for all overloaded methods,minor
59665,NPE using custom text editor,major
62909,[performance] quick outline takes forever to show up,minor
63614,"Filter ""empty parent packages"" does not work correctly in browsing perspective [browsing]",minor
64456,[painting][projection] NPE in log in PaintManager.addListeners,minor
65037,[performance] Enable/disable 'Selected only' can take seconds,minor
65188,[misc] NPE closing java editor,minor
65955,[key binding] Ctrl+Insert/Shift+Insert and ^C/^V on Windows NT do different things,major
66043,Java editor not released when window closed,minor
66049,NPE when attempting to paste,minor
66953,[hovering] annotation roll-over: no icon for some annotations,minor
67015,[validateEdit] To Upercase and To Lower case fails for read-only files,minor
67164,[validateEdit] validateEdit - prompt when file changed by validateEdit doesn't work,minor
67167,[navigation] Must remove Browser widget from Javadoc view,major
67369,"cut, copy locks up",major
67691,NLS: JavaEditor has a non-nlsed string (job name),minor
70002,[implementation] NPE while opening the first java editor,major
71354,[painting] IAE in StyledText.getBidiSegments upon revert,major
74591,[Preferences] Encoding field editor for non-resources,minor
76087,[navigation] Initial Quick Outline size too small,minor
80000,[projection] Nested code should not be unfold if not needed,major
81192,[rulers] Annotation roll-over tooltip stays up after roll-over closes,minor
81692,[implementation] Error renaming plugin.xml,major
81830,[content assist] Quickfix stops working when Ctrl-1 is pressed during Content Assist,major
83221,[misc] classnot found moving from M4 to i0118,minor
84380,[implementation] Save As doesn't work when the replacing a file that already exists,major
85500,[find/replace] Find/Replace dialog keeps focus on previous widget,major
89500,[nls tooling] Externalize String wizard: usability improvements,minor
92761,Search keyboard shortcut is wrong,minor
94419,[misc] menu actions disabled after rename and then dirtying editor,minor
94562,AFE when switching between editor not on the build path,minor
94738,[misc] Occurrences marking not always updated on typing,minor
95710,[implementation] Open NLS wizard can take minutes,minor
95950,[KeyBindings] interactions: ALT/COMMAND+ARROW keybindings should be swapped on Mac,minor
96183,[reconciling] Incremental compiler falsely complains after method moved.,major
96185,[implementation] Dangerous Eclipse behavior on file save when out of disk space,major
97198,[nls tooling] NLS wizard does not respect line delimiter setting,minor
97299,[rulers] Error icon covered by warning icon,major
97402,Save Failed: org.eclipse.jdt.internal.compiler.ast.LocalDeclaration,major
97939,[Undo] - Splitting up of text commands after invalid refactoring is inconsistent,major
98245,[implementation] Text undos should protect itself against a broken stack,minor
98964,[nls tooling] NLSWizard; Selection of entries changes keys,major
99085,[misc] Regression: some JDT parts do not register as a help listener,minor
99435,[implementation] Java editor leaking annotation model,major
